UniqueIdentifier	OrthographicForm	GIL2P_OT_Average	GIL2P_OT_Min	PIP2G_OT_Average	PIP2G_OT_Min	G2P_OT_Average	HomographCount	RawWordTypeFrequency	RawDocumentCount	PhoneticForm	PhonotacticType	SSPP_Average	SSPP_Min	PSP_Sum	PSBP_Sum	S_PSP_Average	S_PSBP_Average	HomophoneCount	PNDP	ONDP	NumberOfSenses	ForeignWord	ZipfValue	SyllableCount	PhoneCount	PLD1WordCount	OLD1WordCount
C	C	N	N	N	N	N	N	N	N	C	C	N	N	N	N	N	N	N	N	N	N	C	N	N	N	N	N
ens [ ˈ eː n s ]	ens	0,9861	0,9582	1	1	0,7353	1	179140	8441	ˈ eː n s	VCC	0,9246	0,7928	0,0819	0,0027	0,9164	0,4597	0	0,113	0,043	7	False	5,5204	1	3	17	45
er [ ˈ eː r ]	er	0,9791	0,9582	1	1	0,603	0	446610	9068	ˈ eː r	VC	0,9376	0,9056	0,089	0,0007	1,5115	-0,1192	1	0,052	0,029	2	False	5,9172	1	2	24	47
er- [ ˈ eː r ]	er-	0,9791	0,9582	1	1	0,603	0	54	38	ˈ eː r	VC	0,9376	0,9056	0,089	0,0007	1,5115	-0,1192	1	0,052	0,079	2	False	2,0076	1	2	24	7
erks [ ˈ ɛ̝ rː k s ]	erks	0,9489	0,8433	1	1	0,5469	0	1	1	ˈ ɛ̝ rː k s	VCCC	0,8935	0,7626	0,1199	0,0041	0,9275	0,7946	0	0,042	0,028		False	0,5683	1	4	7	9
ernst [ ˈ ɛː ɳ ʂ ʈ ]	ernst	0,799	0,7267	0,9474	0,8824	0,2594	0	3004	836	ˈ ɛː ɳ ʂ ʈ	VCCC	0,868	0,7809	0,0168	0,0014	-0,5044	0,0192	2	0,614	0,414	1	False	3,7451	1	4	1	2
ernsth [ ˈ ɛː ɳ ʂ ʈ ]	ernsth	0,8015	0,7267	0,7579	0	0,214	0	0	0	ˈ ɛː ɳ ʂ ʈ	VCCC	0,868	0,7809	0,0168	0,0014	-0,5044	0,0192	2	0,614	0,042		False	0,2672	1	4	1	2
ernsts [ ˈ ɛː ɳ ʂ ʈ ʂ ]	ernsts	0,7845	0,7267	0,9344	0,8824	0,2113	0	122	36	ˈ ɛː ɳ ʂ ʈ ʂ	VCCCC	0,8406	0,7107	0,0272	0,0016	-0,4328	-0,0539	0	0,386	0,386	1	False	2,3571	1	5	1	1
ers [ ˈ eː ʂ ]	ers	0,882	0,8059	1	1	0,603	0	158	110	ˈ eː ʂ	VC	0,8218	0,5669	0,0079	0,0003	-0,5569	-0,3244	1	0,041	0,029	1	False	2,4686	1	2	18	33
ert [ ˈ eː ʈ ]	ert	0,8794	0,8006	1	1	0,603	0	8031	2860	ˈ eː ʈ	VC	0,8367	0,6046	0,0075	0	-0,5659	-0,4325	0	0,095	0,059	2	False	4,1721	1	2	10	21
ess [ ˈ ɛ̝ sː ]	ess	0,8909	0,8293	0,9734	0,9468	0,5548	0	667	338	ˈ ɛ̝ sː	VC	0,9209	0,8913	0,0125	0,0005	-0,4606	-0,2104	2	0,052	0,037	2	False	3,092	1	2	27	33
est [ ˈ ɛ̝ sː t ]	est	0,9428	0,8758	1	1	0,3906	0	969	354	ˈ ɛ̝ sː t	VCC	0,9566	0,8913	0,0581	0,0018	0,4474	0,2374	0	0,045	0,039	1	False	3,254	1	3	17	24
ests [ ˈ ɛ̝ sː t s ]	ests	0,9571	0,8758	1	1	0,5429	0	1	1	ˈ ɛ̝ sː t s	VCCC	0,9061	0,7041	0,1302	0,0045	1,1184	0,8946	0	0,022	0,028	1	False	0,5683	1	4	12	11
ett [ ˈ ɛ̝ tː ]	ett	0,9351	0,9177	1	1	0,5548	0	2627699	10572	ˈ ɛ̝ tː	VC	0,9513	0,9185	0,0113	0,0004	-0,491	-0,2516	1	0,049	0,074	5	False	6,6868	1	2	30	26
etts [ ˈ ɛ̝ tː s ]	etts	0,9567	0,9177	1	1	0,7032	0	48	38	ˈ ɛ̝ tː s	VCC	0,9086	0,7808	0,0649	0,0005	0,6123	-0,317	1	0,041	0,066	5	False	1,9574	1	3	15	12
ex [ ˈ ɛ̝ kː s ]	ex	0,9762	0,9525	0,9286	0,8571	0,5548	0	25784	3975	ˈ ɛ̝ kː s	VCC	0,9423	0,9158	0,0661	0,0021	0,6334	0,2788	2	0,099	0,051	3	True	4,6786	1	3	19	24
ex- [ ˈ ɛ̝ kː s ]	ex-	0,9762	0,9525	0,9286	0,8571	0,5548	0	31	23	ˈ ɛ̝ kː s	VCC	0,9423	0,9158	0,0661	0,0021	0,6334	0,2788	2	0,099	0,115	3	False	1,7724	1	3	19	5
f [ ˈ ɛ̝ fː ]	f	0,4264	0	0,5	0	0,0444	0	13834	2733	ˈ ɛ̝ fː	VC	0,8473	0,7686	0,0125	0,0021	-0,4619	0,5268	0	0,06	0,021	3	False	4,4082	1	2	17	54
fa [ f ˈ a ]	fa	1	1	1	1	1	0	1056	385	f ˈ a	CV	0,8775	0,7558	0,1747	0,0061	3,257	2,4187	0	0,05	0,024		False	3,2913	1	2	16	34
fack [ f ˈ a kː ]	fack	0,9897	0,9692	0,9897	0,9692	1	0	2701	1447	f ˈ a kː	CVC	0,9424	0,8928	0,1978	0,0123	2,4046	3,6046	0	0,037	0,054	3	False	3,6989	1	3	27	19
facks [ f ˈ a kː s ]	facks	0,9923	0,9692	0,9923	0,9692	1	0	13	7	f ˈ a kː s	CVCC	0,9371	0,8928	0,2698	0,0199	2,5863	4,7782	1	0,045	0,052	3	False	1,4134	1	4	21	14
fadd [ f ˈ a dː ]	fadd	0,92	0,7601	0,9791	0,9374	1	0	117	83	f ˈ a dː	CVC	0,9384	0,8957	0,1784	0,0067	1,9571	1,2496	0	0,047	0,123	1	False	2,3391	1	3	14	7
fadds [ f ˈ a dː s ]	fadds	0,94	0,7601	0,9843	0,9374	1	0	0	0	f ˈ a dː s	CVCC	0,8898	0,6767	0,2505	0,0073	2,2507	0,8742	0	0,015	0,018		False	0,2672	1	4	6	7
fahl [ f ˈ ɑː l ]	fahl	0,9434	0,8117	0,75	0	0,5575	0	76	35	f ˈ ɑː l	CVC	0,909	0,8315	0,1586	0,0052	1,8943	1,4946	1	0,029	0,1		False	2,1537	1	3	24	7
faik [ f ˈ a ʝː k ]	faik	0,8645	0,5936	0,8645	0,5936	1	0	58	10	f ˈ a ʝː k	CVCC	0,88	0,7189	0,2289	0,0088	1,9742	1,3247	0	0,097	0,108		False	2,0381	1	4	6	5
faith [ f ˈ ɛ̝ ʝː t ]	faith	0,8518	0,5957	0,6595	0	0,6486	0	1520	523	f ˈ ɛ̝ ʝː t	CVCC	0,8984	0,7245	0,2078	0,0067	1,7183	0,9914	0	0,104	0,533		False	3,4494	1	4	10	1
fajt [ f ˈ a ʝː t ]	fajt	0,9643	0,8573	1	1	0,8023	0	337	214	f ˈ a ʝː t	CVCC	0,8812	0,7245	0,2499	0,0086	2,2542	1,248	1	0,083	0,079	1	False	2,7962	1	4	14	10
fajts [ f ˈ a ʝː t s ]	fajts	0,9715	0,8573	1	1	0,8418	0	0	0	f ˈ a ʝː t s	CVCCC	0,8517	0,7041	0,3154	0,0126	2,3534	1,6862	1	0,113	0,019		False	0,2672	1	5	7	8
fal [ f ˈ ɑː l ]	fal	0,9873	0,962	1	1	0,7326	0	218	186	f ˈ ɑː l	CVC	0,909	0,8315	0,1586	0,0052	1,8943	1,4946	1	0,029	0,027	1	False	2,6077	1	3	24	27
falck [ f ˈ a lː k ]	falck	0,8969	0,6834	0,8976	0,6403	0,5702	0	143	80	f ˈ a lː k	CVCC	0,9216	0,7843	0,2627	0,0187	2,5616	4,2545	1	0,094	0,147	1	False	2,4256	1	4	11	5
falcks [ f ˈ a lː k s ]	falcks	0,9175	0,6834	0,9181	0,6403	0,6561	0	19	9	f ˈ a lː k s	CVCCC	0,8951	0,7626	0,3282	0,0219	2,5993	3,7829	1	0,126	0,207	1	False	1,5683	1	5	6	3
falk [ f ˈ a lː k ]	falk	0,976	0,9041	0,9875	0,9502	0,7881	0	2135	815	f ˈ a lː k	CVCC	0,9216	0,7843	0,2627	0,0187	2,5616	4,2545	1	0,094	0,067	1	False	3,5968	1	4	11	19
falks [ f ˈ a lː k s ]	falks	0,9808	0,9041	0,99	0,9502	0,8305	0	77	55	f ˈ a lː k s	CVCCC	0,8951	0,7626	0,3282	0,0219	2,5993	3,7829	1	0,126	0,081	1	False	2,1593	1	5	6	13
fall [ f ˈ a lː ]	fall	0,9838	0,9515	1	1	1	0	300351	8630	f ˈ a lː	CVC	0,9526	0,9221	0,2153	0,0148	2,8098	4,6682	0	0,058	0,061	5	False	5,7449	1	3	28	28
falls [ f ˈ a lː s ]	falls	0,9879	0,9515	1	1	1	0	903	403	f ˈ a lː s	CVCC	0,9331	0,8418	0,2873	0,019	2,8903	4,3679	1	0,057	0,067	5	False	3,2234	1	4	16	18
fals [ f ˈ ɑː l s ]	fals	0,9905	0,962	1	1	0,7994	1	8	7	f ˈ ɑː l s	CVCC	0,8815	0,7715	0,2307	0,0082	2,2036	1,8558	0	0,026	0,017	3	False	1,2215	1	4	20	30
fals [ f ˈ a lː s ]	fals	0,976	0,9041	0,9875	0,9502	0,7881	1	8	7	f ˈ a lː s	CVCC	0,9331	0,8418	0,2873	0,019	2,8903	4,3679	1	0,057	0,017	3	False	1,2215	1	4	16	30
falsk [ f ˈ a lː s k ]	falsk	0,9808	0,9041	0,99	0,9502	0,8305	0	3392	1463	f ˈ a lː s k	CVCCC	0,9016	0,744	0,3254	0,0251	2,5738	4,4793	0	0,265	0,176	2	False	3,7978	1	5	3	7
falsks [ f ˈ a lː s k s ]	falsks	0,984	0,9041	0,9917	0,9502	0,8587	0	0	0	f ˈ a lː s k s	CVCCCC	0,8817	0,744	0,3958	0,0282	2,6464	3,997	0	0,027	0,015		False	0,2672	1	6	3	7
falskt [ f ˈ a lː s k t ]	falskt	0,984	0,9041	0,9917	0,9502	0,8587	0	2657	1361	f ˈ a lː s k t	CVCCCC	0,908	0,744	0,3863	0,0291	2,5621	4,1514	0	0,493	0,277	2	False	3,6918	1	6	1	3
falskts [ f ˈ a lː s k t s ]	falskts	0,9863	0,9041	0,9929	0,9502	0,8789	0	0	0	f ˈ a lː s k t s	CVCCCCC	0,8825	0,7041	0,4663	0,0363	2,659	4,2801	0	0,068	0,068		False	0,2672	1	7	1	1
falt [ f ˈ ɑː l t ]	falt	0,9905	0,962	1	1	0,7994	0	90	16	f ˈ ɑː l t	CVCC	0,9123	0,8315	0,227	0,0079	2,1549	1,7527	0	0,075	0,025	1	False	2,2263	1	4	9	28
falts [ f ˈ ɑː l t s ]	falts	0,9924	0,962	1	1	0,8395	0	1	1	f ˈ ɑː l t s	CVCCC	0,8776	0,7041	0,2926	0,0119	2,2739	2,0648	0	0,055	0,022	1	False	0,5683	1	5	6	16
famn [ f ˈ a mː n ]	famn	0,9877	0,9509	1	1	0,8142	0	6951	2257	f ˈ a mː n	CVCC	0,9076	0,7464	0,2311	0,0158	2,0739	3,3291	0	0,228	0,151	4	False	4,1093	1	4	5	7
famns [ f ˈ a mː n s ]	famns	0,9902	0,9509	1	1	0,8514	0	3	3	f ˈ a mː n s	CVCCC	0,8884	0,7464	0,2967	0,0199	2,2092	3,2668	0	0,099	0,039	4	False	0,8693	1	5	3	9
fan [ f ˈ ɑː n ]	fan	0,9873	0,962	1	1	0,7326	0	150928	6481	f ˈ ɑː n	CVC	0,9405	0,85	0,1459	0,003	1,5995	0,5685	0	0,05	0,038	4	False	5,446	1	3	27	38
fann [ f ˈ a nː ]	fann	0,9549	0,8646	0,9641	0,8922	1	0	9943	3174	f ˈ a nː	CVC	0,9692	0,9221	0,2083	0,0168	2,6491	5,5067	1	0,049	0,058	2	False	4,2648	1	3	25	21
fanns [ f ˈ a nː s ]	fanns	0,9661	0,8646	0,9731	0,8922	1	0	97073	7916	f ˈ a nː s	CVCC	0,9472	0,8593	0,2804	0,0241	2,7697	5,966	1	0,091	0,112	3	False	5,2543	1	4	17	18
fans [ f ˈ a nː s ]	fans	0,9923	0,969	1	1	0,7963	1	7236	1984	f ˈ a nː s	CVCC	0,9472	0,8593	0,2804	0,0241	2,7697	5,966	1	0,091	0,047	4	False	4,1268	1	4	17	31
fans [ f ˈ ɑː n s ]	fans	0,9905	0,962	1	1	0,7994	1	7236	1984	f ˈ ɑː n s	CVCC	0,9109	0,7928	0,218	0,009	1,9825	2,2332	0	0,072	0,047	4	False	4,1268	1	4	20	31
fant [ f ˈ a nː t ]	fant	0,9923	0,969	1	1	0,7963	0	529	53	f ˈ a nː t	CVCC	0,9439	0,8431	0,2767	0,0217	2,721	5,1573	0	0,053	0,036	1	False	2,9915	1	4	15	23
fants [ f ˈ a nː t s ]	fants	0,9938	0,969	1	1	0,837	0	8	6	f ˈ a nː t s	CVCCC	0,904	0,7041	0,3423	0,0257	2,7268	4,6182	0	0,036	0,033	1	False	1,2215	1	5	14	16
far [ f ˈ ɑː r ]	far	0,9873	0,962	1	1	0,7326	0	29626	5422	f ˈ ɑː r	CVC	0,943	0,85	0,1742	0,0037	2,2548	0,8596	0	0,04	0,035	5	False	4,7389	1	3	27	32
farm [ f ˈ a rː m ]	farm	0,9608	0,8433	1	1	0,7695	0	784	420	f ˈ a rː m	CVCC	0,9284	0,8734	0,2203	0,0137	1,9158	2,8072	0	0,076	0,054	1	False	3,1621	1	4	12	17
farms [ f ˈ a rː m s ]	farms	0,9687	0,8433	1	1	0,8156	0	128	64	f ˈ a rː m s	CVCCC	0,8995	0,7549	0,2858	0,0145	2,0827	2,1784	0	0,132	0,09	1	False	2,3778	1	5	7	13
fars [ f ˈ ɑː ʂ ]	fars	0,9226	0,8059	1	1	0,7326	1	3192	1529	f ˈ ɑː ʂ	CVC	0,875	0,7026	0,1201	0,0018	1,0035	0,0579	0	0,05	0,04	2	False	3,7714	1	3	24	33
fars [ f ˈ a ʂː ]	fars	0,9175	0,7524	1	1	0,6948	1	3192	1529	f ˈ a ʂː	CVC	0,8744	0,7095	0,1797	0,0065	1,9875	1,1692	0	0,057	0,04	2	False	3,7714	1	3	19	33
fart [ f ˈ ɑː ʈ ]	fart	0,9209	0,8006	1	1	0,7326	0	25111	5330	f ˈ ɑː ʈ	CVC	0,9129	0,8471	0,1162	0,0024	0,9111	0,2885	0	0,07	0,054	1	False	4,6671	1	3	17	23
farts [ f ˈ ɑː ʈ ʂ ]	farts	0,8723	0,7267	0,9706	0,8824	0,5542	0	16	14	f ˈ ɑː ʈ ʂ	CVCC	0,8711	0,7107	0,1256	0,0026	0,632	0,1352	0	0,062	0,039	1	False	1,4977	1	4	8	16
fas [ f ˈ ɑː s ]	fas	0,9873	0,962	1	1	0,7326	0	5043	1859	f ˈ ɑː s	CVC	0,8847	0,7343	0,164	0,0035	2,018	0,7859	0	0,042	0,034	4	False	3,97	1	3	28	35
fass [ f ˈ a sː ]	fass	0,9431	0,8293	0,9823	0,9468	1	0	78	52	f ˈ a sː	CVC	0,9224	0,8769	0,1987	0,0111	2,4274	3,1288	0	0,026	0,029		False	2,1649	1	3	25	25
fast [ f ˈ a sː t ]	fast	0,969	0,8758	1	1	0,7655	0	218770	8813	f ˈ a sː t	CVCC	0,9507	0,8769	0,2672	0,0231	2,5547	5,9179	1	0,115	0,067	3	False	5,6072	1	4	14	25
fasth [ f ˈ a sː t ]	fasth	0,9375	0,8117	0,8	0	0,6189	0	572	81	f ˈ a sː t	CVCC	0,9507	0,8769	0,2672	0,0231	2,5547	5,9179	1	0,115	0,149		False	3,0254	1	4	14	6
fasts [ f ˈ a sː t s ]	fasts	0,9752	0,8758	1	1	0,8124	0	13	11	f ˈ a sː t s	CVCCC	0,9096	0,7041	0,3327	0,0271	2,5938	5,1886	0	0,071	0,036	3	False	1,4134	1	5	10	21
fat [ f ˈ ɑː t ]	fat	0,9873	0,962	1	1	0,7326	0	6581	2181	f ˈ ɑː t	CVC	0,9022	0,8044	0,156	0,0049	1,8328	1,3775	0	0,059	0,041	2	False	4,0856	1	3	17	27
fats [ f ˈ ɑː t s ]	fats	0,9905	0,962	1	1	0,7994	0	201	119	f ˈ ɑː t s	CVCC	0,8626	0,7041	0,228	0,0076	2,1575	1,6547	0	0,075	0,049	2	False	2,5726	1	4	12	19
fatt [ f ˈ a tː ]	fatt	0,9726	0,9177	1	1	1	0	1266	743	f ˈ a tː	CVC	0,9681	0,9221	0,1919	0,0103	2,2696	2,7765	0	0,034	0,033	1	False	3,37	1	3	25	26
faun [ f ˈ a͡uː n ]	faun	0,8684	0,6053	1	1	0,8268	0	47	28	f ˈ a͡uː n	CVC	0,83	0,3793	0,1134	0,0001	1,0472	-0,3925	0	0,056	0,067	1	False	1,9485	1	3	11	8
fauns [ f ˈ a͡uː n s ]	fauns	0,9013	0,6053	1	1	0,8701	0	2	2	f ˈ a͡uː n s	CVCC	0,8225	0,3793	0,1855	0,0062	1,5683	1,5925	0	0,038	0,038	1	False	0,7444	1	4	9	8
faute [ f ˈ oː t ]	faute	0,8237	0,5392	0,6453	0	0,5146	0	3	3	f ˈ oː t	CVC	0,9224	0,8026	0,1426	0,0024	1,6064	0,3387	1	0,036	0,129	1	False	0,8693	1	3	18	3
fautes [ f ˈ oː d s ]	fautes	0,6589	0	0,5162	0	0,4117	0	2	2	f ˈ oː d s	CVCC	0,8613	0,6789	0,2109	0,0057	1,9218	1,1897	0	0,039	0,461	1	False	0,7444	1	4	9	1
fax [ f ˈ a kː s ]	fax	1	1	0,9524	0,8571	1	0	533	213	f ˈ a kː s	CVCC	0,9371	0,8928	0,2698	0,0199	2,5863	4,7782	1	0,045	0,042	2	False	2,9948	1	4	21	20
fe [ f ˈ eː ]	fe	0,9791	0,9582	1	1	0,603	0	326	214	f ˈ eː	CV	0,8991	0,8136	0,1063	0,0013	1,5123	0,1692	0	0,027	0,02	2	False	2,7818	1	2	24	35
feg [ f ˈ eː ɡ ]	feg	0,9861	0,9582	1	1	0,7353	0	2493	1520	f ˈ eː ɡ	CVC	0,8813	0,757	0,1288	0,0032	1,2301	0,6612	0	0,096	0,054	1	False	3,6641	1	3	10	21
fegs [ f ˈ eː ɡ s ]	fegs	0,9896	0,9582	1	1	0,8015	0	0	0	f ˈ eː ɡ s	CVCC	0,8551	0,7506	0,2009	0,0047	1,7054	0,7875	0	0,019	0,008		False	0,2672	1	4	9	19
fegts [ f ˈ eː k t s ]	fegts	0,9637	0,8603	0,9714	0,857	0,6485	0	0	0	f ˈ eː k t s	CVCCC	0,8654	0,7041	0,2728	0,0082	2,014	1,2487	0	0,186	0,038		False	0,2672	1	5	1	5
fehrm [ f ˈ ɛ̝ rː m ]	fehrm	0,9215	0,8117	0,8	0	0,444	0	1	1	f ˈ ɛ̝ rː m	CVCC	0,9211	0,8654	0,1782	0,0142	1,3799	3,2332	5	0,087	0,13		False	0,5683	1	4	10	2
fejd [ f ˈ ɛ̝ ʝː d ]	fejd	0,9524	0,8573	1	1	0,5797	0	100	81	f ˈ ɛ̝ ʝː d	CVCC	0,9072	0,7684	0,18	0,007	1,3479	1,0897	0	0,086	0,115	1	False	2,2716	1	4	10	9
fejds [ f ˈ ɛ̝ ʝː d s ]	fejds	0,9619	0,8573	1	1	0,6638	0	0	0	f ˈ ɛ̝ ʝː d s	CVCCC	0,8794	0,7407	0,2456	0,0117	1,6283	1,7059	0	0,03	0,036		False	0,2672	1	5	3	3
fejk [ f ˈ ɛ̝ ʝː k ]	fejk	0,9524	0,8573	1	1	0,5797	0	1969	1005	f ˈ ɛ̝ ʝː k	CVCC	0,8973	0,7189	0,1868	0,007	1,4383	1,0681	0	0,104	0,23		False	3,5617	1	4	10	5
fejs [ f ˈ ɛ̝ ʝː s ]	fejs	0,9524	0,8573	1	1	0,5797	0	387	226	f ˈ ɛ̝ ʝː s	CVCC	0,899	0,7276	0,2115	0,0071	1,767	1,1103	0	0,075	0,114		False	2,8561	1	4	14	14
fel [ f ˈ eː l ]	fel	0,9861	0,9582	1	1	0,7353	0	161155	8534	f ˈ eː l	CVC	0,9114	0,8136	0,1545	0,0047	1,8242	1,2968	0	0,079	0,071	3	False	5,4745	1	3	19	22
feldt [ f ˈ ɛ̝ lː t ]	feldt	0,8574	0,5731	0,8783	0,5632	0,5465	0	187	95	f ˈ ɛ̝ lː t	CVCC	0,9365	0,8935	0,2416	0,0163	2,3056	3,8418	4	0,062	0,176	1	False	2,5414	1	4	18	6
feldts [ f ˈ ɛ̝ lː t s ]	feldts	0,8859	0,5731	0,9027	0,5632	0,6372	0	59	27	f ˈ ɛ̝ lː t s	CVCCC	0,8977	0,7041	0,3072	0,0203	2,3945	3,6316	2	0,143	0,397	1	False	2,0454	1	5	8	2
fels [ f ˈ eː l s ]	fels	0,9896	0,9582	1	1	0,8015	0	12	11	f ˈ eː l s	CVCC	0,8834	0,7715	0,2266	0,0077	2,151	1,724	0	0,051	0,042	3	False	1,3812	1	4	12	15
felth [ f ˈ ɛ̝ lː t ]	felth	0,9337	0,8117	0,79	0	0,4589	0	0	0	f ˈ ɛ̝ lː t	CVCC	0,9365	0,8935	0,2416	0,0163	2,3056	3,8418	4	0,062	1		False	0,2672	1	4	18	0
fem [ f ˈ ɛ̝ mː ]	fem	0,9678	0,9509	1	1	0,4555	0	77456	7088	f ˈ ɛ̝ mː	CVC	0,9331	0,8843	0,1565	0,0095	1,7088	2,8478	1	0,096	0,069	1	False	5,1563	1	3	16	21
femme [ f ˈ a mː ]	femme	0,8047	0,5914	0,6241	0	0,5017	0	584	252	f ˈ a mː	CVC	0,9479	0,9149	0,1986	0,0142	2,4234	4,4131	0	0,042	0,246		False	3,0344	1	3	20	3
fen [ f ˈ eː n ]	fen	0,9861	0,9582	1	1	0,7353	0	86	72	f ˈ eː n	CVC	0,942	0,8136	0,1418	0,0058	1,5293	1,7469	0	0,02	0,017	5	False	2,2068	1	3	29	35
fens [ f ˈ eː n s ]	fens	0,9896	0,9582	1	1	0,8015	0	4	4	f ˈ eː n s	CVCC	0,9122	0,7928	0,2138	0,0118	1,9299	3,0188	0	0,019	0,015	2	False	0,9662	1	4	22	26
ferhm [ f ˈ ɛ̝ rː m ]	ferhm	0,9215	0,8117	0,8	0	0,444	0	0	0	f ˈ ɛ̝ rː m	CVCC	0,9211	0,8654	0,1782	0,0142	1,3799	3,2332	5	0,087	0,076		False	0,2672	1	4	10	1
ferm [ f ˈ ɛ̝ rː m ]	ferm	0,9489	0,8433	1	1	0,5469	0	939	321	f ˈ ɛ̝ rː m	CVCC	0,9211	0,8654	0,1782	0,0142	1,3799	3,2332	5	0,087	0,11	1	False	3,2404	1	4	10	10
ferms [ f ˈ ɛ̝ rː m s ]	ferms	0,9592	0,8433	1	1	0,6375	0	37	27	f ˈ ɛ̝ rː m s	CVCCC	0,8934	0,7549	0,2438	0,015	1,6539	2,4979	1	0,093	0,113	1	False	1,847	1	5	9	7
fermts [ f ˈ ɛ̝ rː m t s ]	fermts	0,966	0,8433	1	1	0,6979	0	0	0	f ˈ ɛ̝ rː m t s	CVCCCC	0,8744	0,7041	0,3121	0,0229	1,8616	3,1928	1	0,062	0,058		False	0,2672	1	6	2	3
fes [ f ˈ eː s ]	fes	0,9861	0,9582	1	1	0,7353	0	228	168	f ˈ eː s	CVC	0,8722	0,7206	0,1598	0,0026	1,9478	0,4214	1	0,039	0,03	3	False	2,6271	1	3	24	30
fess [ f ˈ ɛ̝ sː ]	fess	0,9272	0,8293	0,9823	0,9468	0,7032	0	5	4	f ˈ ɛ̝ sː	CVC	0,9189	0,8913	0,1567	0,0089	1,7128	2,5864	0	0,017	0,024		False	1,0454	1	3	19	18
fest [ f ˈ ɛ̝ sː t ]	fest	0,9571	0,8758	1	1	0,5429	0	37247	5773	f ˈ ɛ̝ sː t	CVCC	0,9479	0,8913	0,2251	0,0209	2,0187	5,5563	1	0,061	0,065	1	False	4,8383	1	4	19	20
fests [ f ˈ ɛ̝ sː t s ]	fests	0,9657	0,8758	1	1	0,6344	0	1	1	f ˈ ɛ̝ sː t s	CVCCC	0,9072	0,7041	0,2907	0,0249	2,165	4,9174	1	0,101	0,021	1	False	0,5683	1	5	12	13
fet [ f ˈ eː t ]	fet	0,9861	0,9582	1	1	0,7353	0	15003	3779	f ˈ eː t	CVC	0,9078	0,8136	0,1518	0,0032	1,7627	0,6642	0	0,069	0,042	5	False	4,4434	1	3	19	29
fets [ f ˈ eː t s ]	fets	0,9896	0,9582	1	1	0,8015	0	7	6	f ˈ eː t s	CVCC	0,8671	0,7041	0,2239	0,0059	2,1049	1,1791	0	0,036	0,022	4	False	1,1703	1	4	11	20
fett [ f ˈ ɛ̝ tː ]	fett	0,9567	0,9177	1	1	0,7032	0	30367	4061	f ˈ ɛ̝ tː	CVC	0,9416	0,8935	0,1499	0,0088	1,555	2,5403	0	0,051	0,06	4	False	4,7497	1	3	23	21
feuk [ f ˈ ɔ ʝː k ]	feuk	0,8139	0,4418	0,8191	0,4574	0,7035	0	15	8	f ˈ ɔ ʝː k	CVCC	0,8605	0,7189	0,1838	0,0062	1,3997	0,7698	0	0,082	0,292		False	1,4714	1	4	5	1
fex [ f ˈ ɛ̝ kː s ]	fex	0,9842	0,9525	0,9524	0,8571	0,7032	0	3	2	f ˈ ɛ̝ kː s	CVCC	0,9364	0,8935	0,2278	0,0166	2,0504	4,1341	0	0,016	0,015		False	0,8693	1	4	20	16
fez [ f ˈ eː s ]	fez	0,9861	0,9582	0,8884	0,6652	0,7353	0	48	38	f ˈ eː s	CVC	0,8722	0,7206	0,1598	0,0026	1,9478	0,4214	1	0,039	0,067	1	False	1,9574	1	3	24	8
fherm [ f ˈ ɛ̝ rː m ]	fherm	0,9215	0,8117	0,8	0	0,444	0	0	0	f ˈ ɛ̝ rː m	CVCC	0,9211	0,8654	0,1782	0,0142	1,3799	3,2332	5	0,087	0,052		False	0,2672	1	4	10	2
fhärm [ f ˈ ɛ̝ rː m ]	fhärm	0,9303	0,8117	0,7935	0	0,6221	0	0	0	f ˈ ɛ̝ rː m	CVCC	0,9211	0,8654	0,1782	0,0142	1,3799	3,2332	5	0,087	0,116		False	0,2672	1	4	10	1
fick [ f ˈ ɪ kː ]	fick	0,9897	0,9692	0,9897	0,9692	1	0	806599	9831	f ˈ ɪ kː	CVC	0,9551	0,9225	0,1578	0,0094	1,7251	2,485	0	0,082	0,092	4	False	6,1739	1	3	21	18
fight [ f ˈ a ʝː t ]	fight	0,8558	0,5674	0,8486	0,5457	1	0	4615	1987	f ˈ a ʝː t	CVCC	0,8812	0,7245	0,2499	0,0086	2,2542	1,248	1	0,083	0,257	1	False	3,9315	1	4	14	4
fights [ f ˈ a ʝː t s ]	fights	0,8918	0,5674	0,8864	0,5457	1	0	141	99	f ˈ a ʝː t s	CVCCC	0,8517	0,7041	0,3154	0,0126	2,3534	1,6862	1	0,113	0,131	1	False	2,4195	1	5	7	5
fihn [ f ˈ iː n ]	fihn	0,9443	0,8117	0,75	0	0,5723	0	4	4	f ˈ iː n	CVC	0,9377	0,8877	0,136	0,0038	1,4315	0,8659	1	0,058	0,088		False	0,9662	1	3	25	3
fik [ f ˈ iː k ]	fik	0,9885	0,9654	1	1	0,7522	0	3248	1544	f ˈ iː k	CVC	0,9159	0,8211	0,1331	0,0035	1,3632	0,7287	0	0,076	0,044	1	False	3,779	1	3	14	25
fiks [ f ˈ iː k s ]	fiks	0,9913	0,9654	1	1	0,8142	0	14	9	f ˈ iː k s	CVCC	0,8852	0,7626	0,2051	0,0062	1,8053	1,2582	0	0,061	0,036	1	False	1,4433	1	4	10	17
fil [ f ˈ iː l ]	fil	0,9885	0,9654	1	1	0,7522	0	5234	1998	f ˈ iː l	CVC	0,8994	0,7552	0,1487	0,0043	1,7263	1,0922	0	0,053	0,043	5	False	3,9862	1	3	22	24
